ID,KenmerkenHuishouden,RegioS,Perioden,ParticuliereHuishoudens_1,ParticuliereHuishoudensRelatief_2,TotaalVermogen_3,GemiddeldVermogen_4,MediaanVermogen_5,Regionaam,RegioType
177018,1021340,NL01,2017JJ00,750.1,10,24.5,32.7,31.4,Netherlands,Country
177019,1021340,NL01,2018JJ00,780.1,10,25.7,33.0,32.1,Netherlands,Country
177020,1021340,NL01,2019JJ00,768.5,10,25.6,33.2,32.4,Netherlands,Country
181035,1021350,NL01,2011JJ00,600.1,8,44.2,73.6,73.0,Netherlands,Country
181036,1021350,NL01,2012JJ00,604.8,8,44.5,73.7,73.1,Netherlands,Country
181037,1021350,NL01,2013JJ00,605.8,8,44.6,73.7,73.1,Netherlands,Country
181038,1021350,NL01,2014JJ00,606.8,8,44.7,73.7,73.1,Netherlands,Country
181039,1021350,NL01,2015JJ00,617.8,8,45.5,73.6,72.9,Netherlands,Country
181040,1021350,NL01,2016JJ00,636.1,8,46.7,73.4,72.6,Netherlands,Country
181041,1021350,NL01,2017JJ00,664.3,9,48.7,73.3,72.5,Netherlands,Country
181042,1021350,NL01,2018JJ00,697.2,9,51.1,73.3,72.5,Netherlands,Country
181043,1021350,NL01,2019JJ00,738.1,9,54.1,73.3,72.6,Netherlands,Country
185058,1021360,NL01,2011JJ00,945.9,13,140.3,148.4,147.7,Netherlands,Country
185059,1021360,NL01,2012JJ00,929.3,13,137.5,147.9,147.0,Netherlands,Country
185060,1021360,NL01,2013JJ00,904.5,12,133.0,147.0,145.6,Netherlands,Country
185061,1021360,NL01,2014JJ00,902.9,12,132.7,147.0,145.7,Netherlands,Country
185062,1021360,NL01,2015JJ00,916.4,12,135.0,147.3,146.1,Netherlands,Country
185063,1021360,NL01,2016JJ00,924.3,12,136.2,147.3,146.0,Netherlands,Country
185064,1021360,NL01,2017JJ00,947.9,12,139.7,147.4,146.1,Netherlands,Country
185065,1021360,NL01,2018JJ00,969.9,12,143.0,147.4,146.2,Netherlands,Country
185066,1021360,NL01,2019JJ00,1009.5,13,148.7,147.3,146.0,Netherlands,Country
189081,1021370,NL01,2011JJ00,1275.6,17,397.2,311.4,294.7,Netherlands,Country
189082,1021370,NL01,2012JJ00,1181.0,16,366.7,310.5,293.7,Netherlands,Country
189083,1021370,NL01,2013JJ00,1041.8,14,322.4,309.4,292.2,Netherlands,Country
189084,1021370,NL01,2014JJ00,1041.4,14,322.0,309.2,291.9,Netherlands,Country
189085,1021370,NL01,2015JJ00,1091.5,14,337.7,309.4,292.1,Netherlands,Country
189086,1021370,NL01,2016JJ00,1136.9,15,352.6,310.1,293.0,Netherlands,Country
189087,1021370,NL01,2017JJ00,1225.2,16,381.7,311.6,295.1,Netherlands,Country
189088,1021370,NL01,2018JJ00,1336.9,17,419.3,313.6,298.0,Netherlands,Country
189089,1021370,NL01,2019JJ00,1461.8,19,461.8,315.9,301.2,Netherlands,Country
193104,1021380,NL01,2011JJ00,369.8,5,249.9,675.7,644.0,Netherlands,Country
193105,1021380,NL01,2012JJ00,339.9,5,230.1,676.8,645.3,Netherlands,Country
193106,1021380,NL01,2013JJ00,299.9,4,203.4,678.2,647.3,Netherlands,Country
193107,1021380,NL01,2014JJ00,300.4,4,204.0,679.0,648.2,Netherlands,Country
193108,1021380,NL01,2015JJ00,314.1,4,213.1,678.4,647.6,Netherlands,Country
193109,1021380,NL01,2016JJ00,332.9,4,226.0,678.8,647.9,Netherlands,Country
193110,1021380,NL01,2017JJ00,368.1,5,249.7,678.3,647.4,Netherlands,Country
193111,1021380,NL01,2018JJ00,419.4,5,284.5,678.5,647.7,Netherlands,Country
193112,1021380,NL01,2019JJ00,476.0,6,322.7,678.0,647.0,Netherlands,Country
197127,1021390,NL01,2011JJ00,159.2,2,391.2,2457.1,1487.9,Netherlands,Country
197128,1021390,NL01,2012JJ00,153.1,2,385.3,2516.5,1501.9,Netherlands,Country
197129,1021390,NL01,2013JJ00,147.3,2,372.6,2530.6,1533.7,Netherlands,Country
197130,1021390,NL01,2014JJ00,151.3,2,386.1,2551.4,1545.3,Netherlands,Country
197131,1021390,NL01,2015JJ00,157.9,2,402.2,2546.3,1544.0,Netherlands,Country
197132,1021390,NL01,2016JJ00,168.5,2,434.5,2578.9,1549.8,Netherlands,Country
197133,1021390,NL01,2017JJ00,180.9,2,466.4,2578.1,1537.7,Netherlands,Country
197134,1021390,NL01,2018JJ00,205.8,3,526.9,2561.0,1540.8,Netherlands,Country
197135,1021390,NL01,2019JJ00,223.0,3,556.3,2494.7,1525.3,Netherlands,Country
