ID,KenmerkenHuishouden,RegioS,Perioden,ParticuliereHuishoudens_1,ParticuliereHuishoudensRelatief_2,TotaalVermogen_3,GemiddeldVermogen_4,MediaanVermogen_5,Regionaam,RegioType
45,1050010,PV20,2011JJ00,274.6,100,32.0,116.5,20.0,Groningen,Province
46,1050010,PV20,2012JJ00,277.3,100,29.7,107.2,14.8,Groningen,Province
47,1050010,PV20,2013JJ00,279.6,100,26.8,95.9,8.6,Groningen,Province
48,1050010,PV20,2014JJ00,280.1,100,27.3,97.3,8.4,Groningen,Province
49,1050010,PV20,2015JJ00,282.9,100,28.7,101.5,10.3,Groningen,Province
50,1050010,PV20,2016JJ00,283.7,100,30.3,106.9,11.3,Groningen,Province
51,1050010,PV20,2017JJ00,284.5,100,31.6,111.0,14.0,Groningen,Province
52,1050010,PV20,2018JJ00,285.5,100,34.3,120.1,17.2,Groningen,Province
53,1050010,PV20,2019JJ00,286.6,100,36.6,127.9,22.4,Groningen,Province
54,1050010,PV21,2011JJ00,279.8,100,41.3,147.7,48.0,Fryslân,Province
55,1050010,PV21,2012JJ00,281.1,100,38.9,138.3,38.5,Fryslân,Province
56,1050010,PV21,2013JJ00,282.5,100,35.4,125.5,27.2,Fryslân,Province
57,1050010,PV21,2014JJ00,283.3,100,35.4,124.9,25.3,Fryslân,Province
58,1050010,PV21,2015JJ00,284.6,100,36.3,127.5,27.7,Fryslân,Province
59,1050010,PV21,2016JJ00,285.4,100,37.8,132.5,29.4,Fryslân,Province
60,1050010,PV21,2017JJ00,287.4,100,40.5,141.0,36.1,Fryslân,Province
61,1050010,PV21,2018JJ00,288.7,100,44.4,153.7,43.7,Fryslân,Province
62,1050010,PV21,2019JJ00,290.4,100,48.0,165.3,53.2,Fryslân,Province
63,1050010,PV22,2011JJ00,208.8,100,33.0,158.0,59.4,Drenthe,Province
64,1050010,PV22,2012JJ00,209.9,100,30.8,146.9,47.7,Drenthe,Province
65,1050010,PV22,2013JJ00,210.7,100,27.6,131.1,33.2,Drenthe,Province
66,1050010,PV22,2014JJ00,210.6,100,27.8,131.9,31.6,Drenthe,Province
67,1050010,PV22,2015JJ00,211.5,100,28.8,136.3,35.0,Drenthe,Province
68,1050010,PV22,2016JJ00,212.2,100,30.1,142.0,38.0,Drenthe,Province
69,1050010,PV22,2017JJ00,214.3,100,32.3,150.9,43.3,Drenthe,Province
70,1050010,PV22,2018JJ00,215.7,100,35.3,163.7,51.0,Drenthe,Province
71,1050010,PV22,2019JJ00,217.0,100,38.1,175.6,62.2,Drenthe,Province
72,1050010,PV23,2011JJ00,474.6,100,73.6,155.0,40.4,Overijssel,Province
73,1050010,PV23,2012JJ00,477.9,100,70.0,146.5,31.8,Overijssel,Province
74,1050010,PV23,2013JJ00,481.0,100,63.9,132.8,22.1,Overijssel,Province
75,1050010,PV23,2014JJ00,480.0,100,64.3,133.9,22.0,Overijssel,Province
76,1050010,PV23,2015JJ00,483.4,100,67.4,139.4,24.7,Overijssel,Province
77,1050010,PV23,2016JJ00,486.6,100,71.6,147.2,27.7,Overijssel,Province
78,1050010,PV23,2017JJ00,491.2,100,76.8,156.2,33.2,Overijssel,Province
79,1050010,PV23,2018JJ00,495.0,100,83.9,169.5,42.1,Overijssel,Province
80,1050010,PV23,2019JJ00,499.4,100,91.1,182.3,53.0,Overijssel,Province
81,1050010,PV24,2011JJ00,157.4,100,15.3,97.3,13.8,Flevoland,Province
82,1050010,PV24,2012JJ00,159.9,100,14.2,88.6,7.9,Flevoland,Province
83,1050010,PV24,2013JJ00,161.4,100,12.3,76.0,2.8,Flevoland,Province
84,1050010,PV24,2014JJ00,162.2,100,12.9,79.6,3.0,Flevoland,Province
85,1050010,PV24,2015JJ00,163.9,100,14.3,87.3,5.8,Flevoland,Province
86,1050010,PV24,2016JJ00,165.4,100,15.6,94.0,7.9,Flevoland,Province
87,1050010,PV24,2017JJ00,167.5,100,17.4,103.8,13.4,Flevoland,Province
88,1050010,PV24,2018JJ00,169.6,100,20.0,118.2,22.1,Flevoland,Province
89,1050010,PV24,2019JJ00,172.3,100,23.2,134.8,38.5,Flevoland,Province
90,1050010,PV25,2011JJ00,850.9,100,152.8,179.6,49.9,Gelderland,Province
91,1050010,PV25,2012JJ00,859.1,100,143.1,166.6,38.5,Gelderland,Province
92,1050010,PV25,2013JJ00,867.6,100,129.6,149.4,26.1,Gelderland,Province
93,1050010,PV25,2014JJ00,871.5,100,129.7,148.8,24.8,Gelderland,Province
94,1050010,PV25,2015JJ00,880.2,100,134.6,152.9,27.5,Gelderland,Province
95,1050010,PV25,2016JJ00,886.8,100,141.1,159.1,29.6,Gelderland,Province
96,1050010,PV25,2017JJ00,896.8,100,150.1,167.4,36.3,Gelderland,Province
97,1050010,PV25,2018JJ00,905.2,100,166.5,183.9,46.3,Gelderland,Province
98,1050010,PV25,2019JJ00,913.9,100,181.3,198.4,59.6,Gelderland,Province
99,1050010,PV26,2011JJ00,555.5,100,104.5,188.2,36.2,Utrecht,Province
100,1050010,PV26,2012JJ00,560.4,100,99.5,177.6,28.6,Utrecht,Province
101,1050010,PV26,2013JJ00,565.6,100,90.4,159.8,19.3,Utrecht,Province
102,1050010,PV26,2014JJ00,569.2,100,90.8,159.6,18.7,Utrecht,Province
103,1050010,PV26,2015JJ00,575.8,100,95.8,166.4,22.3,Utrecht,Province
104,1050010,PV26,2016JJ00,580.9,100,102.0,175.7,25.6,Utrecht,Province
105,1050010,PV26,2017JJ00,586.6,100,113.1,192.8,36.0,Utrecht,Province
106,1050010,PV26,2018JJ00,592.0,100,128.5,217.0,52.1,Utrecht,Province
107,1050010,PV26,2019JJ00,598.0,100,141.3,236.2,71.1,Utrecht,Province
108,1050010,PV27,2011JJ00,1249.6,100,221.1,176.9,22.3,Noord-Holland,Province
109,1050010,PV27,2012JJ00,1261.3,100,209.8,166.3,17.5,Noord-Holland,Province
110,1050010,PV27,2013JJ00,1271.0,100,188.5,148.3,10.4,Noord-Holland,Province
111,1050010,PV27,2014JJ00,1280.8,100,191.9,149.8,10.5,Noord-Holland,Province
112,1050010,PV27,2015JJ00,1296.5,100,205.3,158.4,14.6,Noord-Holland,Province
113,1050010,PV27,2016JJ00,1309.3,100,225.7,172.4,17.6,Noord-Holland,Province
114,1050010,PV27,2017JJ00,1321.9,100,256.0,193.7,24.2,Noord-Holland,Province
115,1050010,PV27,2018JJ00,1332.6,100,287.9,216.0,34.4,Noord-Holland,Province
116,1050010,PV27,2019JJ00,1342.5,100,309.4,230.5,45.2,Noord-Holland,Province
117,1050010,PV28,2011JJ00,1570.2,100,233.7,148.8,19.8,Zuid-Holland,Province
118,1050010,PV28,2012JJ00,1585.3,100,217.5,137.2,14.9,Zuid-Holland,Province
119,1050010,PV28,2013JJ00,1595.3,100,192.4,120.6,8.2,Zuid-Holland,Province
120,1050010,PV28,2014JJ00,1599.5,100,196.7,123.0,8.2,Zuid-Holland,Province
121,1050010,PV28,2015JJ00,1616.5,100,209.5,129.6,11.5,Zuid-Holland,Province
122,1050010,PV28,2016JJ00,1629.2,100,223.2,137.0,13.3,Zuid-Holland,Province
123,1050010,PV28,2017JJ00,1644.5,100,242.4,147.4,17.9,Zuid-Holland,Province
124,1050010,PV28,2018JJ00,1661.7,100,275.1,165.5,24.0,Zuid-Holland,Province
125,1050010,PV28,2019JJ00,1674.8,100,302.4,180.6,34.1,Zuid-Holland,Province
126,1050010,PV29,2011JJ00,167.2,100,30.6,183.1,73.1,Zeeland,Province
127,1050010,PV29,2012JJ00,168.4,100,29.4,174.7,60.8,Zeeland,Province
128,1050010,PV29,2013JJ00,169.4,100,27.8,164.3,46.9,Zeeland,Province
129,1050010,PV29,2014JJ00,169.6,100,28.7,169.5,47.8,Zeeland,Province
130,1050010,PV29,2015JJ00,170.1,100,29.8,175.2,52.1,Zeeland,Province
131,1050010,PV29,2016JJ00,170.7,100,31.1,181.9,55.4,Zeeland,Province
132,1050010,PV29,2017JJ00,171.7,100,32.8,191.2,61.8,Zeeland,Province
133,1050010,PV29,2018JJ00,172.7,100,35.3,204.6,68.8,Zeeland,Province
134,1050010,PV29,2019JJ00,173.8,100,37.2,213.8,77.3,Zeeland,Province
135,1050010,PV30,2011JJ00,1057.0,100,203.2,192.2,62.4,Noord-Brabant,Province
136,1050010,PV30,2012JJ00,1066.9,100,190.8,178.8,48.6,Noord-Brabant,Province
137,1050010,PV30,2013JJ00,1076.5,100,173.3,161.0,33.9,Noord-Brabant,Province
138,1050010,PV30,2014JJ00,1082.8,100,174.8,161.5,32.7,Noord-Brabant,Province
139,1050010,PV30,2015JJ00,1093.9,100,181.5,165.9,36.0,Noord-Brabant,Province
140,1050010,PV30,2016JJ00,1101.9,100,189.8,172.2,39.0,Noord-Brabant,Province
141,1050010,PV30,2017JJ00,1113.5,100,202.9,182.2,46.4,Noord-Brabant,Province
142,1050010,PV30,2018JJ00,1124.8,100,222.7,198.0,57.5,Noord-Brabant,Province
143,1050010,PV30,2019JJ00,1136.1,100,242.0,213.0,71.3,Noord-Brabant,Province
144,1050010,PV31,2011JJ00,500.9,100,71.9,143.6,40.8,Limburg,Province
145,1050010,PV31,2012JJ00,504.3,100,67.8,134.4,33.0,Limburg,Province
146,1050010,PV31,2013JJ00,506.7,100,61.7,121.7,23.4,Limburg,Province
147,1050010,PV31,2014JJ00,507.0,100,62.6,123.5,22.7,Limburg,Province
148,1050010,PV31,2015JJ00,509.3,100,64.4,126.4,24.7,Limburg,Province
149,1050010,PV31,2016JJ00,511.1,100,68.9,134.7,27.8,Limburg,Province
150,1050010,PV31,2017JJ00,514.9,100,73.3,142.4,32.8,Limburg,Province
151,1050010,PV31,2018JJ00,517.0,100,81.3,157.3,41.8,Limburg,Province
152,1050010,PV31,2019JJ00,518.9,100,86.9,167.4,51.4,Limburg,Province
4068,1050015,PV20,2011JJ00,113.5,41,7.3,64.2,4.5,Groningen,Province
4069,1050015,PV20,2012JJ00,116.6,42,7.1,60.5,3.6,Groningen,Province
4070,1050015,PV20,2013JJ00,119.0,43,6.7,56.4,2.5,Groningen,Province
4071,1050015,PV20,2014JJ00,119.5,43,6.8,56.7,2.5,Groningen,Province
4072,1050015,PV20,2015JJ00,122.9,43,7.1,58.0,3.3,Groningen,Province
4073,1050015,PV20,2016JJ00,123.9,44,7.3,59.0,3.3,Groningen,Province
4074,1050015,PV20,2017JJ00,124.9,44,7.9,63.3,3.8,Groningen,Province
4075,1050015,PV20,2018JJ00,126.0,44,8.6,68.0,4.1,Groningen,Province
4076,1050015,PV20,2019JJ00,126.9,44,9.1,71.6,4.6,Groningen,Province
4077,1050015,PV21,2011JJ00,92.9,33,8.7,93.1,13.5,Fryslân,Province
4078,1050015,PV21,2012JJ00,94.3,34,8.3,87.7,11.0,Fryslân,Province
4079,1050015,PV21,2013JJ00,95.9,34,7.7,80.7,8.3,Fryslân,Province
4080,1050015,PV21,2014JJ00,96.9,34,7.8,80.6,7.9,Fryslân,Province
4081,1050015,PV21,2015JJ00,98.4,35,8.1,82.7,9.4,Fryslân,Province
4082,1050015,PV21,2016JJ00,99.4,35,8.3,83.9,9.6,Fryslân,Province
4083,1050015,PV21,2017JJ00,101.7,35,8.9,87.3,11.0,Fryslân,Province
4084,1050015,PV21,2018JJ00,103.0,36,9.6,92.9,12.9,Fryslân,Province
4085,1050015,PV21,2019JJ00,104.6,36,10.2,97.3,14.7,Fryslân,Province
4086,1050015,PV22,2011JJ00,62.3,30,6.7,107.1,18.4,Drenthe,Province
4087,1050015,PV22,2012JJ00,63.7,30,6.5,101.3,16.0,Drenthe,Province
4088,1050015,PV22,2013JJ00,64.7,31,6.0,92.1,12.4,Drenthe,Province
4089,1050015,PV22,2014JJ00,64.7,31,6.0,92.3,12.0,Drenthe,Province
4090,1050015,PV22,2015JJ00,65.8,31,6.2,94.4,13.6,Drenthe,Province
4091,1050015,PV22,2016JJ00,66.9,32,6.4,96.1,13.7,Drenthe,Province
4092,1050015,PV22,2017JJ00,68.9,32,6.9,100.2,15.0,Drenthe,Province
4093,1050015,PV22,2018JJ00,69.8,32,7.5,106.9,16.8,Drenthe,Province
4094,1050015,PV22,2019JJ00,70.9,33,7.8,110.5,18.9,Drenthe,Province
4095,1050015,PV23,2011JJ00,152.3,32,13.2,86.4,9.3,Overijssel,Province
4096,1050015,PV23,2012JJ00,154.7,32,12.7,81.8,7.8,Overijssel,Province
4097,1050015,PV23,2013JJ00,156.8,33,12.0,76.4,5.9,Overijssel,Province
4098,1050015,PV23,2014JJ00,155.2,32,12.1,78.2,6.0,Overijssel,Province
4099,1050015,PV23,2015JJ00,158.5,33,12.9,81.5,7.4,Overijssel,Province
4100,1050015,PV23,2016JJ00,161.3,33,13.6,84.5,7.7,Overijssel,Province
4101,1050015,PV23,2017JJ00,165.2,34,14.6,88.5,8.7,Overijssel,Province
4102,1050015,PV23,2018JJ00,168.3,34,15.9,94.4,10.0,Overijssel,Province
4103,1050015,PV23,2019JJ00,171.4,34,17.0,98.9,11.1,Overijssel,Province
4104,1050015,PV24,2011JJ00,45.5,29,2.5,55.0,3.4,Flevoland,Province
4105,1050015,PV24,2012JJ00,47.2,30,2.3,48.8,2.7,Flevoland,Province
4106,1050015,PV24,2013JJ00,47.9,30,2.1,44.4,1.5,Flevoland,Province
4107,1050015,PV24,2014JJ00,48.2,30,2.2,46.7,1.6,Flevoland,Province
4108,1050015,PV24,2015JJ00,49.5,30,2.5,51.2,2.5,Flevoland,Province
4109,1050015,PV24,2016JJ00,50.4,30,2.7,54.2,2.9,Flevoland,Province
4110,1050015,PV24,2017JJ00,51.6,31,3.1,59.8,4.1,Flevoland,Province
4111,1050015,PV24,2018JJ00,52.4,31,3.5,66.9,5.7,Flevoland,Province
4112,1050015,PV24,2019JJ00,53.6,31,4.1,76.3,8.0,Flevoland,Province
4113,1050015,PV25,2011JJ00,279.3,33,29.3,104.8,11.0,Gelderland,Province
4114,1050015,PV25,2012JJ00,285.9,33,28.1,98.4,9.3,Gelderland,Province
4115,1050015,PV25,2013JJ00,292.3,34,26.2,89.5,7.0,Gelderland,Province
4116,1050015,PV25,2014JJ00,293.9,34,26.4,89.9,6.8,Gelderland,Province
4117,1050015,PV25,2015JJ00,301.0,34,27.6,91.6,8.4,Gelderland,Province
4118,1050015,PV25,2016JJ00,306.0,35,28.9,94.4,8.7,Gelderland,Province
4119,1050015,PV25,2017JJ00,313.1,35,30.6,97.7,9.6,Gelderland,Province
4120,1050015,PV25,2018JJ00,317.9,35,33.1,104.1,10.8,Gelderland,Province
4121,1050015,PV25,2019JJ00,323.3,35,35.5,109.8,12.1,Gelderland,Province
4122,1050015,PV26,2011JJ00,207.5,37,22.3,107.3,8.8,Utrecht,Province
4123,1050015,PV26,2012JJ00,210.1,37,21.5,102.6,7.8,Utrecht,Province
4124,1050015,PV26,2013JJ00,212.8,38,19.8,93.0,5.2,Utrecht,Province
4125,1050015,PV26,2014JJ00,213.5,38,19.9,93.3,5.3,Utrecht,Province
4126,1050015,PV26,2015JJ00,218.1,38,21.2,97.3,7.3,Utrecht,Province
4127,1050015,PV26,2016JJ00,220.1,38,22.2,101.0,8.0,Utrecht,Province
4128,1050015,PV26,2017JJ00,223.4,38,24.7,110.3,9.6,Utrecht,Province
4129,1050015,PV26,2018JJ00,225.1,38,27.3,121.3,11.5,Utrecht,Province
4130,1050015,PV26,2019JJ00,227.7,38,29.7,130.4,13.2,Utrecht,Province
4131,1050015,PV27,2011JJ00,509.8,41,54.5,106.8,6.9,Noord-Holland,Province
4132,1050015,PV27,2012JJ00,517.1,41,55.8,108.0,5.7,Noord-Holland,Province
4133,1050015,PV27,2013JJ00,522.6,41,52.6,100.7,3.5,Noord-Holland,Province
4134,1050015,PV27,2014JJ00,526.4,41,54.3,103.1,3.5,Noord-Holland,Province
4135,1050015,PV27,2015JJ00,537.9,41,52.8,98.1,5.2,Noord-Holland,Province
4136,1050015,PV27,2016JJ00,545.5,42,58.3,106.9,6.0,Noord-Holland,Province
4137,1050015,PV27,2017JJ00,553.3,42,68.2,123.3,7.6,Noord-Holland,Province
4138,1050015,PV27,2018JJ00,557.1,42,75.8,136.0,9.0,Noord-Holland,Province
4139,1050015,PV27,2019JJ00,560.8,42,77.8,138.7,10.0,Noord-Holland,Province
4140,1050015,PV28,2011JJ00,594.3,38,50.2,84.5,6.0,Zuid-Holland,Province
4141,1050015,PV28,2012JJ00,605.3,38,48.4,80.0,5.1,Zuid-Holland,Province
4142,1050015,PV28,2013JJ00,611.6,38,45.1,73.7,3.0,Zuid-Holland,Province
4143,1050015,PV28,2014JJ00,610.2,38,45.9,75.2,2.9,Zuid-Holland,Province
4144,1050015,PV28,2015JJ00,623.4,39,48.6,77.9,4.5,Zuid-Holland,Province
4145,1050015,PV28,2016JJ00,630.7,39,51.2,81.2,4.8,Zuid-Holland,Province
4146,1050015,PV28,2017JJ00,640.2,39,55.0,86.0,5.9,Zuid-Holland,Province
4147,1050015,PV28,2018JJ00,649.7,39,61.5,94.6,7.0,Zuid-Holland,Province
4148,1050015,PV28,2019JJ00,656.6,39,67.0,102.1,8.5,Zuid-Holland,Province
4149,1050015,PV29,2011JJ00,54.8,33,6.5,119.5,23.6,Zeeland,Province
4150,1050015,PV29,2012JJ00,56.1,33,6.4,113.9,20.6,Zeeland,Province
4151,1050015,PV29,2013JJ00,57.2,34,6.1,107.5,16.9,Zeeland,Province
4152,1050015,PV29,2014JJ00,57.5,34,6.4,111.1,16.8,Zeeland,Province
4153,1050015,PV29,2015JJ00,58.1,34,6.5,112.3,18.8,Zeeland,Province
4154,1050015,PV29,2016JJ00,58.9,35,6.8,115.3,18.5,Zeeland,Province
4155,1050015,PV29,2017JJ00,60.2,35,7.3,121.4,20.2,Zeeland,Province
4156,1050015,PV29,2018JJ00,61.1,35,7.8,127.4,21.8,Zeeland,Province
4157,1050015,PV29,2019JJ00,61.9,36,8.1,131.3,24.6,Zeeland,Province
4158,1050015,PV30,2011JJ00,342.4,32,36.8,107.5,12.3,Noord-Brabant,Province
4159,1050015,PV30,2012JJ00,350.2,33,35.2,100.6,10.1,Noord-Brabant,Province
4160,1050015,PV30,2013JJ00,357.2,33,32.9,92.2,7.7,Noord-Brabant,Province
4161,1050015,PV30,2014JJ00,360.3,33,33.2,92.0,7.5,Noord-Brabant,Province
4162,1050015,PV30,2015JJ00,370.1,34,34.8,94.0,9.2,Noord-Brabant,Province
4163,1050015,PV30,2016JJ00,375.4,34,36.7,97.8,9.7,Noord-Brabant,Province
4164,1050015,PV30,2017JJ00,383.8,34,39.5,103.0,11.1,Noord-Brabant,Province
4165,1050015,PV30,2018JJ00,391.2,35,43.2,110.4,12.5,Noord-Brabant,Province
4166,1050015,PV30,2019JJ00,398.4,35,46.5,116.7,14.2,Noord-Brabant,Province
4167,1050015,PV31,2011JJ00,168.1,34,14.3,84.9,9.8,Limburg,Province
4168,1050015,PV31,2012JJ00,171.8,34,13.7,79.7,8.0,Limburg,Province
4169,1050015,PV31,2013JJ00,175.1,35,12.9,73.7,5.9,Limburg,Province
4170,1050015,PV31,2014JJ00,175.4,35,13.3,75.8,5.9,Limburg,Province
4171,1050015,PV31,2015JJ00,179.1,35,13.8,76.9,7.2,Limburg,Province
4172,1050015,PV31,2016JJ00,181.9,36,14.7,80.9,7.9,Limburg,Province
4173,1050015,PV31,2017JJ00,186.2,36,15.9,85.6,8.8,Limburg,Province
4174,1050015,PV31,2018JJ00,188.5,36,17.6,93.1,10.2,Limburg,Province
4175,1050015,PV31,2019JJ00,191.1,37,18.6,97.3,11.7,Limburg,Province
8091,1016010,PV20,2011JJ00,161.0,59,24.7,153.4,55.0,Groningen,Province
8092,1016010,PV20,2012JJ00,160.7,58,22.7,141.0,43.3,Groningen,Province
8093,1016010,PV20,2013JJ00,160.6,57,20.1,125.1,27.7,Groningen,Province
8094,1016010,PV20,2014JJ00,160.6,57,20.5,127.6,27.1,Groningen,Province
8095,1016010,PV20,2015JJ00,160.0,57,21.6,134.9,31.3,Groningen,Province
8096,1016010,PV20,2016JJ00,159.8,56,23.0,144.0,35.1,Groningen,Province
8097,1016010,PV20,2017JJ00,159.7,56,23.7,148.2,40.7,Groningen,Province
8098,1016010,PV20,2018JJ00,159.5,56,25.7,161.2,47.6,Groningen,Province
8099,1016010,PV20,2019JJ00,159.8,56,27.6,172.5,59.2,Groningen,Province
8100,1016010,PV21,2011JJ00,186.8,67,32.7,174.8,82.6,Fryslân,Province
8101,1016010,PV21,2012JJ00,186.8,66,30.6,163.9,68.5,Fryslân,Province
8102,1016010,PV21,2013JJ00,186.6,66,27.7,148.5,49.6,Fryslân,Province
8103,1016010,PV21,2014JJ00,186.5,66,27.6,147.9,47.1,Fryslân,Province
8104,1016010,PV21,2015JJ00,186.2,65,28.2,151.2,51.1,Fryslân,Province
8105,1016010,PV21,2016JJ00,186.0,65,29.5,158.4,55.5,Fryslân,Province
8106,1016010,PV21,2017JJ00,185.7,65,31.7,170.5,66.3,Fryslân,Province
8107,1016010,PV21,2018JJ00,185.7,64,34.8,187.5,77.2,Fryslân,Province
8108,1016010,PV21,2019JJ00,185.8,64,37.8,203.6,90.8,Fryslân,Province
8109,1016010,PV22,2011JJ00,146.5,70,26.3,179.7,87.3,Drenthe,Province
8110,1016010,PV22,2012JJ00,146.2,70,24.4,166.7,72.6,Drenthe,Province
8111,1016010,PV22,2013JJ00,146.0,69,21.7,148.4,51.7,Drenthe,Province
8112,1016010,PV22,2014JJ00,145.9,69,21.8,149.4,49.2,Drenthe,Province
8113,1016010,PV22,2015JJ00,145.7,69,22.6,155.2,54.0,Drenthe,Province
8114,1016010,PV22,2016JJ00,145.4,68,23.7,163.1,59.1,Drenthe,Province
8115,1016010,PV22,2017JJ00,145.4,68,25.4,174.9,68.3,Drenthe,Province
8116,1016010,PV22,2018JJ00,145.8,68,27.8,190.8,78.1,Drenthe,Province
8117,1016010,PV22,2019JJ00,146.1,67,30.3,207.3,92.7,Drenthe,Province
8118,1016010,PV23,2011JJ00,322.2,68,60.4,187.5,80.6,Overijssel,Province
8119,1016010,PV23,2012JJ00,323.1,68,57.4,177.6,65.0,Overijssel,Province
8120,1016010,PV23,2013JJ00,324.2,67,51.9,160.0,44.9,Overijssel,Province
8121,1016010,PV23,2014JJ00,324.8,68,52.1,160.5,44.4,Overijssel,Province
8122,1016010,PV23,2015JJ00,324.9,67,54.4,167.6,49.5,Overijssel,Province
8123,1016010,PV23,2016JJ00,325.3,67,58.0,178.3,55.5,Overijssel,Province
8124,1016010,PV23,2017JJ00,326.1,66,62.1,190.6,66.1,Overijssel,Province
8125,1016010,PV23,2018JJ00,326.7,66,68.0,208.1,78.7,Overijssel,Province
8126,1016010,PV23,2019JJ00,328.0,66,74.1,225.9,94.1,Overijssel,Province
8127,1016010,PV24,2011JJ00,111.8,71,12.8,114.5,25.6,Flevoland,Province
8128,1016010,PV24,2012JJ00,112.6,70,11.9,105.3,15.7,Flevoland,Province
8129,1016010,PV24,2013JJ00,113.5,70,10.1,89.3,5.0,Flevoland,Province
8130,1016010,PV24,2014JJ00,114.0,70,10.7,93.5,5.6,Flevoland,Province
8131,1016010,PV24,2015JJ00,114.4,70,11.8,103.0,10.7,Flevoland,Province
8132,1016010,PV24,2016JJ00,115.1,70,12.8,111.5,14.8,Flevoland,Province
8133,1016010,PV24,2017JJ00,115.9,69,14.3,123.4,24.1,Flevoland,Province
8134,1016010,PV24,2018JJ00,117.3,69,16.5,141.1,36.8,Flevoland,Province
8135,1016010,PV24,2019JJ00,118.8,69,19.1,161.2,58.2,Flevoland,Province
8136,1016010,PV25,2011JJ00,571.6,67,123.5,216.1,98.0,Gelderland,Province
8137,1016010,PV25,2012JJ00,573.2,67,115.0,200.7,78.9,Gelderland,Province
8138,1016010,PV25,2013JJ00,575.3,66,103.5,179.8,55.2,Gelderland,Province
8139,1016010,PV25,2014JJ00,577.5,66,103.3,178.8,52.2,Gelderland,Province
8140,1016010,PV25,2015JJ00,579.2,66,107.0,184.8,56.5,Gelderland,Province
8141,1016010,PV25,2016JJ00,580.8,65,112.2,193.3,61.4,Gelderland,Province
8142,1016010,PV25,2017JJ00,583.7,65,119.5,204.7,72.3,Gelderland,Province
8143,1016010,PV25,2018JJ00,587.3,65,133.4,227.1,87.4,Gelderland,Province
8144,1016010,PV25,2019JJ00,590.7,65,145.9,246.9,106.2,Gelderland,Province
8145,1016010,PV26,2011JJ00,348.0,63,82.3,236.4,85.1,Utrecht,Province
8146,1016010,PV26,2012JJ00,350.3,63,78.0,222.6,68.0,Utrecht,Province
8147,1016010,PV26,2013JJ00,352.9,62,70.6,200.0,45.7,Utrecht,Province
8148,1016010,PV26,2014JJ00,355.6,62,70.9,199.4,43.5,Utrecht,Province
8149,1016010,PV26,2015JJ00,357.7,62,74.6,208.6,49.9,Utrecht,Province
8150,1016010,PV26,2016JJ00,360.7,62,79.8,221.2,57.3,Utrecht,Province
8151,1016010,PV26,2017JJ00,363.2,62,88.5,243.6,77.3,Utrecht,Province
8152,1016010,PV26,2018JJ00,366.9,62,101.2,275.7,103.6,Utrecht,Province
8153,1016010,PV26,2019JJ00,370.3,62,111.6,301.3,131.1,Utrecht,Province
8154,1016010,PV27,2011JJ00,739.8,59,166.6,225.2,51.4,Noord-Holland,Province
8155,1016010,PV27,2012JJ00,744.2,59,153.9,206.9,40.4,Noord-Holland,Province
8156,1016010,PV27,2013JJ00,748.4,59,135.9,181.6,25.9,Noord-Holland,Province
8157,1016010,PV27,2014JJ00,754.4,59,137.7,182.5,25.8,Noord-Holland,Province
8158,1016010,PV27,2015JJ00,758.6,59,152.5,201.1,32.8,Noord-Holland,Province
8159,1016010,PV27,2016JJ00,763.8,58,167.4,219.1,39.9,Noord-Holland,Province
8160,1016010,PV27,2017JJ00,768.6,58,187.7,244.3,55.8,Noord-Holland,Province
8161,1016010,PV27,2018JJ00,775.5,58,212.1,273.5,78.0,Noord-Holland,Province
8162,1016010,PV27,2019JJ00,781.7,58,231.6,296.3,102.3,Noord-Holland,Province
8163,1016010,PV28,2011JJ00,975.9,62,183.5,188.0,40.6,Zuid-Holland,Province
8164,1016010,PV28,2012JJ00,980.1,62,169.1,172.5,31.1,Zuid-Holland,Province
8165,1016010,PV28,2013JJ00,983.7,62,147.3,149.8,18.2,Zuid-Holland,Province
8166,1016010,PV28,2014JJ00,989.3,62,150.8,152.4,17.9,Zuid-Holland,Province
8167,1016010,PV28,2015JJ00,993.1,61,160.9,162.0,23.5,Zuid-Holland,Province
8168,1016010,PV28,2016JJ00,998.5,61,172.0,172.3,27.8,Zuid-Holland,Province
8169,1016010,PV28,2017JJ00,1004.3,61,187.4,186.6,36.9,Zuid-Holland,Province
8170,1016010,PV28,2018JJ00,1012.0,61,213.6,211.1,50.2,Zuid-Holland,Province
8171,1016010,PV28,2019JJ00,1018.2,61,235.4,231.2,70.8,Zuid-Holland,Province
8172,1016010,PV29,2011JJ00,112.4,67,24.1,214.1,105.1,Zeeland,Province
8173,1016010,PV29,2012JJ00,112.2,67,23.0,205.0,91.3,Zeeland,Province
8174,1016010,PV29,2013JJ00,112.2,66,21.7,193.3,73.3,Zeeland,Province
8175,1016010,PV29,2014JJ00,112.0,66,22.3,199.4,75.2,Zeeland,Province
8176,1016010,PV29,2015JJ00,111.9,66,23.3,207.9,81.4,Zeeland,Province
8177,1016010,PV29,2016JJ00,111.8,65,24.3,217.1,86.1,Zeeland,Province
8178,1016010,PV29,2017JJ00,111.6,65,25.5,228.9,95.8,Zeeland,Province
8179,1016010,PV29,2018JJ00,111.7,65,27.6,246.7,105.7,Zeeland,Province
8180,1016010,PV29,2019JJ00,111.9,64,29.0,259.4,117.0,Zeeland,Province
8181,1016010,PV30,2011JJ00,714.6,68,166.4,232.8,116.3,Noord-Brabant,Province
